;SMILES;ID;MolWt;TPSA;nRotB;HBD;HBA;LogP
535;O=C(C1CCCCC1)N1C[C@@H]2N(CCC3=C2C=CC=C3)C(=O)C1;praziquantel ;312.183778;40.62;1;0;2;2.5349
536;CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O;ranitidine ;314.1412616;83.58;10;2;7;1.459
537;FC1=C(C=CC=C1)C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2;quazepam ;386.0267599;15.6;2;0;2;5.0262
538;O=C(C1CCCCC1)N1C[C@H]2N(CCC3=C2C=CC=C3)C(=O)C1;praziquantel ;312.183778;40.62;1;0;2;2.5349
539;C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O;trilostane ;329.1990937;76.78;0;2;4;3.46688
540;CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1;milnacipran;246.1732133;46.33;5;1;2;1.7714
541;O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1;buspirone;385.2477752;69.64;6;0;6;2.0882
542;ClC1=CC=C(CS[C@@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;sulconazole;396.0021525;17.82;6;0;3;6.518
543;C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1;antazoline ;265.1578976;27.63;5;1;3;2.6949
544;C(C1=NCCN1)C1=CC=CC2=CC=CC=C12;naphazoline;210.1156984;24.39;2;1;2;2.384
545;CC1=CC(=O)N(O)C(=C1)C1CCCCC1;ciclopirox ;207.1259288;42.23;1;1;3;2.44172
546;CC(=O)NO;acetohydroxamic acid ;75.0320284;49.33;0;2;2;-0.4883
547;ClC1=CC=C(CO[C@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;econazole;380.0249961;27.05;6;0;3;5.8014
548;C[C@H](C([O-])=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1;ketoprofen ;253.0870179;57.2;4;0;3;1.771
549;C[C@H](C([O-])=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1;flurbiprofen ;243.0826814;40.13;3;0;2;2.3461
550;COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2=CC3=C(OCO3)C=C12;etoposide;588.1842911;160.83;5;3;13;1.3386
551;CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1;vecuronium ;557.4312847;55.84;4;0;5;5.9659
552;FC(F)(F)COC1=CC(C(=O)NC[C@@H]2CCCCN2)=C(OCC(F)(F)F)C=C1;flecainide ;414.1378118;59.59;7;2;4;3.4407
553;[O-]C(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1;oxaprozin;292.0979169;66.16;5;0;4;2.6911
554;NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O;ribavirin;244.0807695;143.72;3;4;8;-3.0115
555;COCCOC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C;nimodipine ;418.1740012;117;8;1;8;2.9708
556;C[C@H](N)COC1=C(C)C=CC=C1C;mexiletine ;179.1310142;35.25;3;1;2;2.02944
557;CCCC(=O)NC1=CC(C(C)=O)=C(OC[C@H](O)CNC(C)C)C=C1;acebutolol ;336.2049074;87.66;10;3;5;2.3655
558;CCC1=C2NC3=C(CCO[C@]3(CC)CC([O-])=O)C2=CC=C1;etodolac ;286.1448671;65.15;4;1;3;2.0483
559;OC1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](OC1=C24)C(=O)CC[C@@]35O;naltrexone ;341.1627082;70;2;2;5;1.5254
560;CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1;fluoxetine ;309.1340489;21.26;6;1;2;4.435
561;C[N+](C)(C)C[C@H](O)CC([O-])=O;levocarnitine;161.1051933;60.36;4;1;3;-1.8065
562;CCCCC1=C(C(=O)C2=CC(I)=C(OCCN(CC)CC)C(I)=C2)C2=CC=CC=C2O1;amiodarone ;645.0236898;42.68;11;0;4;6.9362
563;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C([O-])=O;enalapril;375.1925455;98.77;9;1;6;0.2699
564;CC(C)COC[C@H](CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1;bepridil ;366.2671137;15.71;10;0;3;4.8302
565;CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1;leuprolide ;1209.652739;430.78;32;16;13;-3.0481
566;NC(N)=NC(=O)CC1=C(Cl)C=CC=C1Cl;guanfacine ;245.0122673;81.47;2;2;1;1.3359
567;CN1CC[C@@]23[C@H]4OC5=C2C(C[C@@H]1[C@@H]3CCC4=O)=CC=C5O;hydromorphone;285.1364935;49.77;0;1;4;1.6303
568;COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)[C@@H]1CCCO1;terazosin;387.1906543;103.04;4;1;8;1.0568
569;ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1;estazolam;294.067224;43.07;1;0;4;3.2717
570;C[C@@]12CCCCC[C@@H](CC3=C1C=C(O)C=C3)[C@@H]2N;dezocine ;245.1779644;46.25;0;2;2;3.1136
571;CC(C)[N@@+]1(C)[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1;ipratropium;332.2220202;46.53;5;1;3;2.8541
572;CCCNC[C@H](O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1;propafenone;341.1990937;58.56;11;2;4;3.2414
573;C[C@@H](C[N+](C)(C)C)OC(C)=O;methacholine ;160.1332052;26.3;3;0;2;0.6442
574;NCCNCCNCCN;trientine;146.1531466;76.1;7;4;4;-1.917
575;[O-]C(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1;diclofenac ;294.0094075;52.16;4;1;3;3.0294
576;CCCC[C@@](C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC;misoprostol;382.2719243;83.83;13;2;5;3.9536
577;CC(C)(C)NC[C@@H](O)COC1=CC=CC2=C1CCC(=O)N2;carteolol;292.1786926;70.59;5;3;4;1.6991
578;CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O;levobunolol;291.1834437;58.56;5;2;4;2.3334
579;CCCC[C@](C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC;misoprostol;382.2719243;83.83;13;2;5;3.9536
580;CC(C)NC[C@H](O)COC1=CC=C(CCOCC2CC2)C=C1;levobetaxolol;307.2147438;50.72;11;2;4;2.3934
581;NC[C@H]1CC[C@@H](CC1)C([O-])=O;tranexamic acid;156.1030023;66.15;2;1;3;-0.4986
582;OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O;mitoxantrone ;444.2008846;163.18;12;8;10;-0.1392
583;CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1;fenofibrate;360.1128368;52.6;6;0;4;4.68
584;CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl;clobetasol propionate;466.19223;80.67;4;1;5;4.1031
585;C[C@H](CC1=CC=CC=C1)N(C)CC#C;selegiline ;187.1360995;3.24;4;0;1;2.1826
586;CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O;alfentanil ;416.2535889;85.49;9;0;8;1.3839
587;CN(C\C=C\C1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12;naftifine;287.1673997;3.24;5;0;1;4.985
588;CCCCCCCC\C=C/CCCCCCCC(=O)OCCN;ethanolamine oleate;325.2980795;52.32;17;1;3;5.5258
589;CCOC(=O)\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C(C)=C(OC)C=C1C;etretinate ;354.2194948;35.53;7;0;3;5.64556
590;CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1;norfloxacin;318.1259432;77.4;3;1;6;-0.0664
591;CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13;pergolide;314.1816698;19.03;4;1;2;4.2711
592;COC(=O)CCC1=CC=C(OC[C@@H](O)CNC(C)C)C=C1;esmolol;295.1783583;67.79;9;2;5;1.5299
593;C[C@@H](C([O-])=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1;suprofen ;259.0434388;57.2;4;0;4;1.8325
594;C[C@@H](N\C(NC1=CC=NC=C1)=N\C#N)C(C)(C)C;pinacidil;245.1640456;73.1;2;2;3;2.35478
595;CCCC[C@@](C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O;m misoprostol;367.2489978;97.66;13;2;5;2.5305
596;COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC=CC2=NON=C12)C(=O)OC(C)C;isradipine ;371.1481208;103.55;4;1;8;2.5822
597;C[C@H](N\C(NC1=CC=NC=C1)=N\C#N)C(C)(C)C;pinacidil;245.1640456;73.1;2;2;3;2.35478
598;NC(N)=NC1=NC(CSCC\C(N)=N\S(N)(=O)=O)=CS1;famotidine ;337.0449357;175.83;7;4;6;-0.768
599;OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O;gluconolactone ;178.047738;107.22;1;4;6;-3.0132
600;COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1;nicardipine;479.2056356;111.01;9;1;8;3.6778
601;CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=CC=CC=C3N=C2C=C1NC1=CC=C(Cl)C=C1;clofazimine;472.1221521;42.21;4;1;4;7.4898
602;CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O;nizatidine ;331.1136669;83.33;10;2;8;1.3225
603;[O-]C(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O;ciprofloxacin;330.1259432;77.4;3;1;6;0.2486
604;C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl;mometasone ;426.1364647;74.6;2;2;4;3.4115
605;COC(=O)C1=C(C)NC(C)=C([C@@H]1C1=CC=CC2=NON=C12)C(=O)OC(C)C;isradipine ;371.1481208;103.55;4;1;8;2.5822
606;NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C([O-])=O)C(=O)N1CCC[C@H]1C([O-])=O;lisinopril ;403.2118182;138.62;12;2;7;-1.4342
607;CCOC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C)C(=O)COC(=O)CC;prednicarbate;488.2410181;116.2;6;1;8;3.6993
608;O[C@H]([C@H]1CCCCN1)C1=C2C=CC=C(C2=NC(=C1)C(F)(F)F)C(F)(F)F;mefloquine ;378.1166825;45.15;2;2;3;4.4479
609;CC(C)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1;terconazole;531.1803952;64.88;8;0;8;4.4627
610;COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1;nabumetone ;228.1150298;26.3;4;0;2;3.37
611;C[C@H](CCC([O-])=O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C;ursodiol ;391.2853833;80.59;4;2;4;3.1432
612;[O-]C(=O)[C@H]1CCN2C1=CC=C2C(=O)C1=CC=CC=C1;ketorolac;254.0822668;62.13;3;0;4;0.9563
613;CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1;enoxacin ;319.1211922;90.29;3;1;7;-0.6714
614;CC(C)C1=CC=CC(C(C)C)=C1O;propofol ;178.1357652;20.23;2;1;1;3.639
615;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;lovastatin ;404.2562743;72.83;6;1;5;4.1955
616;[O-]C(=O)[C@@H]1CCN2C1=CC=C2C(=O)C1=CC=CC=C1;ketorolac;254.0822668;62.13;3;0;4;0.9563
617;C[C@@H](N)C12C[C@H]3C[C@H](C[C@H](C3)C1)C2;rimantadine;179.1673997;26.02;1;1;1;2.55
618;CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C;norgestimate ;369.2303939;58.89;2;1;4;4.7145
619;CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O;zidovudine ;267.0967539;133.08;3;2;6;-0.19628
620;CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=CC=CN=C13)C=C(Cl)C=C2;loratadine ;382.1448057;42.43;1;0;3;4.8878
621;CCCC1=C2N(CC)C(=CC(=O)C2=CC2=C1OC(=CC2=O)C([O-])=O)C([O-])=O;nedocromil ;369.085949;132.47;5;0;8;-0.1927
622;NC1=NC(=O)C2=C(N1)N(COC(CO)CO)C=N2;ganciclovir;255.0967539;139.28;5;4;8;-1.9709
623;CC(C)NCCCC1(C(N)=O)C2=C(C=CC=C2)C2=C1C=CC=C2;indecainide;308.1888634;55.12;6;2;2;3.2166
624;OC1=C(C=C(N\N=C2\C=CC(=O)C(=C2)C([O-])=O)C=C1)C([O-])=O;olsalazine ;300.0393331;141.95;4;2;8;-1.6612
625;C[C@@H]1COC2=C3N1C=C(C([O-])=O)C(=O)C3=CC(F)=C2N1CCN(C)CC1;ofloxacin;360.1365079;77.84;2;0;7;0.2093
626;CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN2CCOCC2)C=C1;moricizine ;427.1565773;71.11;5;1;6;4.1066
627;CN1CCN(CC1)C1=C2C=CC=CC2=NC2=CC=C(Cl)C=C2N1;clozapine;326.1298243;30.87;1;1;4;2.0299
628;ClCCN[P@@]1(=O)OCCCN1CCCl;ifosfamide ;260.0248197;41.57;5;1;2;1.884
629;OS(=O)(=O)CCS;mesna;141.9758361;54.37;2;2;3;-0.196
630;CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12;simvastatin;418.2719243;72.83;6;1;5;4.5856
631;NC1=CC(Cl)=C(NC2=NCCN2)C(Cl)=C1;apraclonidine;244.0282517;62.44;1;3;4;1.9467
632;CCOC(=O)C1=C(COCCN)NC(C)=C([C@@H]1C1=C(Cl)C=CC=C1)C(=O)OC;levamlodipine;408.1451996;99.88;8;2;7;2.2663
633;COC1=CC(=CC(OC)=C1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)C2=CC3=C(OCO3)C=C12;podofilox;414.1314677;92.68;4;1;8;2.4092
634;COC1=CC=C2N=C(NC2=C1)[S@@](=O)CC1=C(C)C(OC)=C(C)C=N1;omeprazole ;345.1147125;77.1;5;1;5;2.89974
635;COC1=CC([C@@H](O)CNC(=O)CN)=C(OC)C=C1;midodrine;254.1266571;93.81;6;3;5;-0.1879
636;COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C([O-])=O)C(C)=C1;acitretin;325.1809182;49.36;6;0;3;3.83236
637;ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1;oxiconazole;426.9812728;39.41;6;0;4;6.1178
638;CCOC(=O)C1=C(C)NC(C)=C([C@@H]1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC;felodipine ;383.0691134;64.63;4;1;5;3.9643
639;[O-]C(=O)COCCN1CCN(CC1)[C@@H](C1=CC=CC=C1)C1=CC=C(Cl)C=C1;cetirizine ;387.1480939;55.84;8;0;5;1.8135
640;CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2;sertraline ;305.0738049;12.03;2;1;1;5.1796
641;CC1=C(C=CC=C1)N1CCN(CCC2=NN=C3CCCCN23)CC1;dapiprazole;325.2266459;37.19;4;0;5;2.28752
642;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CCC2=C(C=CC=C2)N(CC([O-])=O)C1=O;benazepril ;423.1925455;98.77;9;1;6;1.2384
643;CC(C)(S)[C@@H](N)C([O-])=O;penicillamine;148.0437731;66.15;2;2;4;-1.228
644;CC(C)NC[C@H](O)C1=CC=C(NS(C)(=O)=O)C=C1;sotalol;272.1194635;78.43;6;3;4;1.0895
645;CC(C)NC[C@@H](O)C1=CC=C(NS(C)(=O)=O)C=C1;sotalol;272.1194635;78.43;6;3;4;1.0895
646;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=C(C[C@H]1C([O-])=O)C=CC=C2;quinapril;437.2081956;98.77;9;1;6;1.2324
647;CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12;pravastatin;423.238827;127.12;10;3;7;1.1057
648;CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C([O-])=O;ramipril ;415.2238457;98.77;9;1;6;1.0485
649;CN(C)CCCN1C2=C(CCC3=C1C=C(Cl)C=C3)C=CC=C2;clomipramine ;314.1549764;6.48;4;0;2;4.5284
650;CC(C)NC[C@@H](O)COC1=CC(C)=C(OC(C)=O)C(C)=C1C;metipranolol ;309.1940083;67.79;7;2;5;2.27486
651;CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1;zolpidem ;307.1684623;37.61;3;0;3;3.24884
652;CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C([O-])=O)C1CCCCC1)C(C)C;fosinopril ;562.293913;113.04;14;0;7;4.7866
653;CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C;altretamine;210.1592946;48.39;3;0;6;0.0696
654;NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1;adenosine;267.0967539;139.54;2;4;9;-1.98
655;C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1;masoprocol ;302.1518092;80.92;5;4;4;3.5664
656;COC1=CC(C[C@H]2C3=C(CC[N@@+]2(C)CCCOC(=O)CCC(=O)OCCC[N@+]2(C)CCC4=C([C@H]2CC2=CC(OC)=C(OC)C(OC)=C2)C(OC)=C(OC)C(OC)=C4)C=C(OC)C(OC)=C3OC)=CC(OC)=C1OC;doxacurium ;1034.534037;163.36;27;0;16;7.7098
657;OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1;fluconazole;306.1040654;81.65;5;1;7;0.7358
658;CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF;fluticasone propionate ;500.1844298;80.67;4;1;6;4.43
659;CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CCl;halobetasol propionate ;484.1828082;80.67;4;1;5;4.0511
660;ClC1=C(CN2CCC3=C(C2)C=CS3)C=CC=C1;ticlopidine;263.0535481;3.24;2;0;2;3.9598
661;CC(C)NC[C@H](O)COC1=CC=C(COCCOC(C)C)C=C1;bisoprolol ;325.2253085;59.95;12;2;5;2.3659
662;[O-]C(=O)[C@@H](S)[C@@H](S)C([O-])=O;succimer ;179.9561978;80.26;3;2;6;-2.917
663;CN1C2=C(C3=CC=CC=C13)C(=O)[C@H](CN1C=CN=C1C)CC2;ondansetron;293.1528122;39.82;2;0;4;3.12852
664;CCN1C=C(C([O-])=O)C(=O)C2=CC(F)=C(N3CCN[C@H](C)C3)C(F)=C12;lomefloxacin ;350.1321715;77.4;3;1;6;0.4612
665;FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1;paroxetine ;329.1427217;39.72;4;1;4;3.3265
666;CN(C)CC[C@@H](C1=CC=CC=C1)C1=CC=CC=N1;pheniramine;240.1626486;16.13;5;0;2;3.1652
667;C1CN2C[C@@H](N=C2S1)C1=CC=CC=C1;levamisole ;204.0721194;15.6;1;0;3;2.1461
668;NC1=C2N=CN([C@@H]3O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1;fludarabine phosphate;363.0391097;191.73;4;3;12;-2.9879
669;CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1;tyloxapol;206.1670653;20.23;2;1;1;4.106
670;CC[C@H](C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1;itraconazole ;704.2393071;104.7;11;0;12;5.5773
671;CN1CCC[C@H](CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O;azelastine ;381.1607901;38.13;3;0;4;4.2975
672;CN(C)CC[C@H](C1=CC=CC=C1)C1=CC=CC=N1;pheniramine;240.1626486;16.13;5;0;2;3.1652
673;[O-]C(=O)P([O-])([O-])=O;foscarnet;122.9499805;103.32;1;0;5;-2.7566
674;NC1=C2C=CC=CC2=NC2=C1CCCC2;tacrine;198.1156984;38.91;0;1;2;2.6958
675;CC[C@]12CC(=C)[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C;desogestrel;310.2296656;20.23;1;1;1;4.8697
676;CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1;flumazenil ;303.1019195;64.43;2;0;5;1.7737
677;CC[C@@H](C)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=NC=N3)(O2)C2=C(Cl)C=C(Cl)C=C2)C=C1;itraconazole ;704.2393071;104.7;11;0;12;5.5773
678;COC1=CC2=C(C=C1OC)[C@@H](CC1=CC(OC)=C(OC)C(OC)=C1)[N@+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N@+]1(C)CCC3=C(C=C(OC)C(OC)=C3)[C@H]1CC1=CC(OC)=C(OC)C(OC)=C1)CC2;mivacurium ;1028.559858;144.9;28;0;14;9.029
679;CN1CCC[C@@H](CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O;azelastine ;381.1607901;38.13;3;0;4;4.2975
680;FC(F)O[C@H](F)C(F)(F)F;desflurane ;168.000984;9.23;2;0;1;2.0835
681;COC1=CC(=CC(OC)=C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@H](O[C@H]3[C@H](O)[C@H]2O)C2=CC=CS2)C2=CC3=C(OCO3)C=C12;teniposide ;656.1563621;160.83;6;3;14;2.7529
682;OC[C@H]1O[C@H](C[C@H]1O)N1C=NC2=C1NC=NC[C@H]2O;pentostatin;268.117155;112.13;2;4;8;-0.989
683;CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO;budesonide ;430.2355388;93.06;4;2;6;2.7168
684;COC1=CC=C(C=C1)[C@@H](CN(C)C)C1(O)CCCCC1;venlafaxine;277.2041791;32.7;5;1;3;3.0356
685;COC1=CC=C(C=C1)[C@H](CN(C)C)C1(O)CCCCC1;venlafaxine;277.2041791;32.7;5;1;3;3.0356
686;CCC1=NN(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)C(=O)N1CCOC1=CC=CC=C1;nefazodone ;469.2244529;55.53;10;0;7;3.5519
687;OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O;didanosine ;236.0909402;93.03;2;2;6;-0.2105
688;C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H]1[C@H]2CN(C[C@@H]12)C1=C(F)C=C2C(=O)C(=CN(C3=C(F)C=C(F)C=C3)C2=N1)C([O-])=O;alatrofloxacin ;557.1765761;162.48;7;3;9;-0.4308
689;CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F;nilutamide ;317.0623405;92.55;2;1;4;2.4484
690;CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C;finasteride;372.2776784;58.2;1;2;2;3.8145
691;CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C([O-])=O)C(=O)OCC;perindopril;367.2238457;98.77;8;1;6;0.6059
692;NC(=O)OCC(COC(N)=O)C1=CC=CC=C1;felbamate;238.0953569;104.64;5;2;4;0.9608
693;CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12;terbinafine;291.1986998;3.24;4;0;1;4.8773
694;NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1;zalcitabine;211.0956913;90.37;2;2;6;-0.5046
695;CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@@H]1NC(=O)C1=C(OC)C=C(N)C(Cl)=C1;cisapride;465.1830623;86.05;9;2;6;3.3581
696;C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1;dexrazoxane;268.117155;98.82;3;2;6;-2.7083
697;C[C@@H]1CN(CC[C@]1(C([O-])=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1;levocabastine;419.2140299;67.16;4;0;4;3.55938
698;NCCCNCCSP([O-])([O-])=O;amifostine ;212.0395471;101.24;7;2;6;-1.5133
699;CCOC1=NC2=CC=CC(C(=O)O[C@H](C)OC(=O)OC3CCCCC3)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1;candesartan cilexetil;610.2539828;143.34;10;1;11;6.3191
700;NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1;cladribine ;285.0628669;119.31;2;3;8;-0.2974
701;OC1=C(OC2=C(Cl)C=C(Cl)C=C2)C=CC(Cl)=C1;triclosan;287.9511625;29.46;2;1;2;5.1447
